index,sell,buy,open,profit,pos_prof,time,pos
11,1,0,7375.3,0.0,0.0,20180531043000,1
12,1,0,7386.2,0.0,0.0,20180531044500,0
13,1,0,7489.1,0.0,0.0,20180531050000,0
14,0,1,7476.7,-103.39999999999964,-103.39999999999964,20180531051500,1
15,1,0,7497.0,-85.09999999999945,18.300000000000182,20180531053000,1
17,1,0,7497.9,0.0,0.0,20180531060000,0
18,1,0,7498.1,0.0,0.0,20180531061500,0
19,1,0,7599.0,0.0,0.0,20180531063000,0
20,1,0,7581.2,0.0,0.0,20180531064500,0
21,1,0,7572.98,0.0,0.0,20180531070000,0
22,1,0,7562.6,0.0,0.0,20180531071500,0
23,1,0,7566.4,0.0,0.0,20180531073000,0
24,1,0,7579.9,0.0,0.0,20180531074500,0
27,0,1,7530.5,-120.59999999999945,-35.5,20180531083000,1
28,0,1,7531.3,0.0,0.0,20180531084500,0
34,1,0,7532.0,-121.09999999999945,-0.5,20180531101500,1
35,1,0,7540.5,0.0,0.0,20180531103000,0
36,0,1,7522.4,-113.49999999999909,7.600000000000364,20180531104500,1
43,1,0,7568.0,-69.89999999999873,43.600000000000364,20180531123000,1
46,0,1,7505.0,-8.899999999998727,61.0,20180531131500,1
48,0,1,7541.5,0.0,0.0,20180531134500,0
54,1,0,7570.1,54.20000000000164,63.100000000000364,20180531151500,1
55,1,0,7551.0,0.0,0.0,20180531153000,0
57,1,0,7557.3,0.0,0.0,20180531160000,0
58,1,0,7547.0,0.0,0.0,20180531161500,0
63,1,0,7574.1,0.0,0.0,20180531173000,0
65,1,0,7580.7,0.0,0.0,20180531180000,0
66,1,0,7581.9,0.0,0.0,20180531181500,0
71,0,1,7547.6,74.70000000000164,20.5,20180531193000,1
73,0,1,7538.0,0.0,0.0,20180531200000,0
74,0,1,7544.0,0.0,0.0,20180531201500,0
77,0,1,7535.7,0.0,0.0,20180531210000,0
82,1,0,7441.2,-33.69999999999891,-108.40000000000055,20180531221500,1
83,1,0,7447.1,0.0,0.0,20180531223000,0
84,0,1,7440.0,-34.49999999999909,-0.8000000000001819,20180531224500,1
85,0,1,7439.9,0.0,0.0,20180531230000,0
88,0,1,7466.4,0.0,0.0,20180531234500,0
89,0,1,7485.9,0.0,0.0,20180601000000,0
90,1,0,7499.9,23.400000000000546,57.899999999999636,20180601001500,1
91,1,0,7508.6,0.0,0.0,20180601003000,0
