index,sell,buy,open,profit,pos_prof,time,pos
11,1,0,7375.3,0.0,0.0,20180531043000,1
12,1,0,7386.2,0.0,0.0,20180531044500,0
13,1,0,7489.1,0.0,0.0,20180531050000,0
14,1,0,7476.7,0.0,0.0,20180531051500,0
15,1,0,7497.0,0.0,0.0,20180531053000,0
16,1,0,7492.0,0.0,0.0,20180531054500,0
17,1,0,7497.9,0.0,0.0,20180531060000,0
18,0,1,7498.1,-124.80000000000018,-124.80000000000018,20180531061500,1
19,1,0,7599.0,-25.900000000000546,98.89999999999964,20180531063000,1
20,0,1,7581.2,-10.100000000000364,15.800000000000182,20180531064500,1
21,0,1,7572.98,0.0,0.0,20180531070000,0
22,1,0,7562.6,-30.699999999999818,-20.599999999999454,20180531071500,1
23,1,0,7566.4,0.0,0.0,20180531073000,0
24,1,0,7579.9,0.0,0.0,20180531074500,0
27,0,1,7530.5,-0.5999999999994543,30.100000000000364,20180531083000,1
28,0,1,7531.3,0.0,0.0,20180531084500,0
29,0,1,7544.4,0.0,0.0,20180531090000,0
30,0,1,7534.6,0.0,0.0,20180531091500,0
34,1,0,7532.0,-1.0999999999994543,-0.5,20180531101500,1
36,0,1,7522.4,6.5000000000009095,7.600000000000364,20180531104500,1
43,1,0,7568.0,50.10000000000127,43.600000000000364,20180531123000,1
46,0,1,7505.0,111.10000000000127,61.0,20180531131500,1
47,1,0,7525.1,129.20000000000164,18.100000000000364,20180531133000,1
48,1,0,7541.5,0.0,0.0,20180531134500,0
50,0,1,7534.3,118.00000000000182,-11.199999999999818,20180531141500,1
54,1,0,7570.1,151.800000000002,33.80000000000018,20180531151500,1
56,0,1,7537.9,182.00000000000273,30.200000000000728,20180531154500,1
65,1,0,7580.7,222.8000000000029,40.80000000000018,20180531180000,1
66,1,0,7581.9,0.0,0.0,20180531181500,0
73,0,1,7538.0,263.50000000000273,40.69999999999982,20180531200000,1
77,0,1,7535.7,0.0,0.0,20180531210000,0
82,1,0,7441.2,164.70000000000255,-98.80000000000018,20180531221500,1
83,1,0,7447.1,0.0,0.0,20180531223000,0
84,0,1,7440.0,163.90000000000236,-0.8000000000001819,20180531224500,1
85,0,1,7439.9,0.0,0.0,20180531230000,0
87,0,1,7472.3,0.0,0.0,20180531233000,0
88,0,1,7466.4,0.0,0.0,20180531234500,0
89,0,1,7485.9,0.0,0.0,20180601000000,0
